bacteria
0-100
Protein Id	Score	Localization	Gene Ontology Terms
tr|T2KAB1|T2KAB1_SALTM	84	inner membrane	integral to membrane GO:0016021(IDA); integral to plasma membrane GO:0005887(IEA);
tr|T2KE69|T2KE69_SALTM	12	inner membrane	integral to membrane GO:0016021(IEA);
tr|T2KCM4|T2KCM4_SALTM	97	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|T2KCV6|T2KCV6_SALTM	21	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K5Z9|T2K5Z9_SALTM	86	inner membrane	dimethyl sulfoxide reductase complex GO:0009390(IDA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K6V1|T2K6V1_SALTM	59	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9B4|T2K9B4_SALTM	78	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K7F4|T2K7F4_SALTM	90	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K214|T2K214_SALTM	19	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KET2|T2KET2_SALTM	6	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K313|T2K313_SALTM	96	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2K8Y8|T2K8Y8_SALTM	87	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KEP5|T2KEP5_SALTM	82	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KE97|T2KE97_SALTM	3	cytoplasm	cytosol GO:0005829(IDA);
tr|T2K2D1|T2K2D1_SALTM	24	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K473|T2K473_SALTM	15	cytoplasm	cytosol GO:0005829(IDA);
tr|T2KDP1|T2KDP1_SALTM	81	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K416|T2K416_SALTM	11	cytoplasm	cytosol GO:0005829(IDA); membrane GO:0016020(IDA);
tr|T2KDC9|T2KDC9_SALTM	11	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCN0|T2KCN0_SALTM	15	cytoplasm	cytoplasm GO:0005737(NAS);
tr|T2K5J8|T2K5J8_SALTM	88	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KE28|T2KE28_SALTM	96	cytoplasm	cytosol GO:0005829(IDA); membrane GO:0016020(IDA);
tr|T2K4K7|T2K4K7_SALTM	21	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K5D6|T2K5D6_SALTM	99	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K7E4|T2K7E4_SALTM	89	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAS5|T2KAS5_SALTM	27	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KER3|T2KER3_SALTM	29	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9R9|T2K9R9_SALTM	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KC62|T2KC62_SALTM	3	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|T2K6I6|T2K6I6_SALTM	100	fimbrium	pilus GO:0009289(IDA);
tr|T2K8L4|T2K8L4_SALTM	7	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KD01|T2KD01_SALTM	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KEB0|T2KEB0_SALTM	17	secreted	extracellular region GO:0005576(IEA);
tr|T2KCL0|T2KCL0_SALTM	91	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K2W7|T2K2W7_SALTM	31	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K444|T2K444_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8P3|T2K8P3_SALTM	92	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IDA);
tr|T2K5E8|T2K5E8_SALTM	28	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7X0|T2K7X0_SALTM	25	secreted	extracellular region GO:0005576(IEA);
tr|T2K2N2|T2K2N2_SALTM	20	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7B0|T2K7B0_SALTM	15	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBY4|T2KBY4_SALTM	100	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IDA);
tr|T2K6J0|T2K6J0_SALTM	89	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K2N7|T2K2N7_SALTM	96	inner membrane	cytochrome o ubiquinol oxidase complex GO:0009319(IDA); plasma membrane GO:0005886(IEA);
tr|T2K433|T2K433_SALTM	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCD7|T2KCD7_SALTM	9	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K6K8|T2K6K8_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6E0|T2K6E0_SALTM	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K2U2|T2K2U2_SALTM	36	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|T2KE02|T2KE02_SALTM	88	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9F9|T2K9F9_SALTM	83	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K221|T2K221_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7J0|T2K7J0_SALTM	94	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KBE4|T2KBE4_SALTM	84	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K545|T2K545_SALTM	28	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K890|T2K890_SALTM	75	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K7B2|T2K7B2_SALTM	89	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K2X6|T2K2X6_SALTM	98	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2K4E0|T2K4E0_SALTM	12	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K5J7|T2K5J7_SALTM	14	secreted	extracellular region GO:0005576(IEA);
tr|T2KBK2|T2KBK2_SALTM	56	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KCT9|T2KCT9_SALTM	53	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KD18|T2KD18_SALTM	12	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|T2K3W8|T2K3W8_SALTM	85	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KE57|T2KE57_SALTM	14	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K918|T2K918_SALTM	100	secreted	host cell membrane GO:0033644(IEA); membrane GO:0016020(IEA);
tr|T2KEE6|T2KEE6_SALTM	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8A1|T2K8A1_SALTM	67	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3Z8|T2K3Z8_SALTM	35	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDV8|T2KDV8_SALTM	9	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K3H5|T2K3H5_SALTM	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4N3|T2K4N3_SALTM	100	secreted	host cell cytoplasm GO:0030430(IEA); host cell plasma membrane GO:0020002(IEA); membrane GO:0016020(IEA);
tr|T2K909|T2K909_SALTM	100	cytoplasm	cytosol GO:0005829(IEA);
tr|T2KCV2|T2KCV2_SALTM	90	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBS3|T2KBS3_SALTM	18	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K8F7|T2K8F7_SALTM	15	periplasm	cytoplasm GO:0005737(IDA); periplasmic space GO:0042597(IEA);
tr|T2K2H5|T2K2H5_SALTM	81	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9E5|T2K9E5_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KB64|T2KB64_SALTM	91	periplasm	cytosol GO:0005829(IDA); outer membrane-bounded periplasmic space GO:0030288(IDA);
tr|T2K7K7|T2K7K7_SALTM	12	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2K682|T2K682_SALTM	54	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KA85|T2KA85_SALTM	60	inner membrane	integral to plasma membrane GO:0005887(IEA);
tr|T2K466|T2K466_SALTM	96	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K5I2|T2K5I2_SALTM	28	cytoplasm	cytoplasm GO:0005737(IMP);
tr|T2KDL0|T2KDL0_SALTM	14	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K4Y7|T2K4Y7_SALTM	92	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K206|T2K206_SALTM	18	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAI7|T2KAI7_SALTM	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9E7|T2K9E7_SALTM	15	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KC97|T2KC97_SALTM	35	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K576|T2K576_SALTM	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K509|T2K509_SALTM	10	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K5N9|T2K5N9_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K6V7|T2K6V7_SALTM	29	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KB53|T2KB53_SALTM	97	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|T2K7C1|T2K7C1_SALTM	91	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K8A4|T2K8A4_SALTM	15	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7L8|T2K7L8_SALTM	92	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K4V6|T2K4V6_SALTM	96	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K5K0|T2K5K0_SALTM	81	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KB90|T2KB90_SALTM	32	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KAH4|T2KAH4_SALTM	74	cytoplasm	cytoplasm GO:0005737(IDA); membrane GO:0016020(IDA);
tr|T2K7W8|T2K7W8_SALTM	24	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2KA42|T2KA42_SALTM	88	outer membrane	cell outer membrane GO:0009279(IDA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KE90|T2KE90_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K8X0|T2K8X0_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6B8|T2K6B8_SALTM	28	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KEM3|T2KEM3_SALTM	82	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K6C2|T2K6C2_SALTM	87	cytoplasm	cytoplasm GO:0005737(IEA); DNA replication termination region GO:0097047(IDA);
tr|T2K6V3|T2K6V3_SALTM	7	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAX0|T2KAX0_SALTM	5	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KAQ2|T2KAQ2_SALTM	15	inner membrane	integral to membrane GO:0016021(IBA); plasma membrane GO:0005886(IEA);
tr|T2KE73|T2KE73_SALTM	94	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4P0|T2K4P0_SALTM	16	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K7U0|T2K7U0_SALTM	14	cytoplasm	glycerol-3-phosphate dehydrogenase complex GO:0009331(IDA); integral to plasma membrane GO:0005887(IDA);
tr|T2KAP0|T2KAP0_SALTM	95	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KB36|T2KB36_SALTM	89	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K5M0|T2K5M0_SALTM	98	inner membrane	formate dehydrogenase complex GO:0009326(IDA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K2Q3|T2K2Q3_SALTM	85	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KA59|T2KA59_SALTM	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KAS9|T2KAS9_SALTM	18	inner membrane	dimethyl sulfoxide reductase complex GO:0009390(IDA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K6M1|T2K6M1_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K5G2|T2K5G2_SALTM	87	cytoplasm	ATP-binding cassette (ABC) transporter complex GO:0043190(IEA); cytoplasm GO:0005737(IEA);
tr|T2KF64|T2KF64_SALTM	87	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBX8|T2KBX8_SALTM	88	periplasm	membrane GO:0016020(IBA); periplasmic space GO:0042597(IDA);
tr|T2K8V3|T2K8V3_SALTM	87	secreted	host cell cytoplasm GO:0030430(IEA);
tr|T2K3M1|T2K3M1_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K500|T2K500_SALTM	9	periplasm	membrane GO:0016020(IEA); outer membrane-bounded periplasmic space GO:0030288(TAS);
tr|T2K6B3|T2K6B3_SALTM	89	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBQ8|T2KBQ8_SALTM	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K943|T2K943_SALTM	11	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBQ4|T2KBQ4_SALTM	4	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K5W1|T2K5W1_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8L7|T2K8L7_SALTM	23	cytoplasm	cytosol GO:0005829(IDA);
tr|T2K6N9|T2K6N9_SALTM	29	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K3F2|T2K3F2_SALTM	23	fimbrium	pilus GO:0009289(IEA);
tr|T2KA55|T2KA55_SALTM	59	inner membrane	integral to plasma membrane GO:0005887(IEA);
tr|T2KBY3|T2KBY3_SALTM	89	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KD23|T2KD23_SALTM	26	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K948|T2K948_SALTM	9	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KBQ5|T2KBQ5_SALTM	100	secreted	host cell cytosol GO:0044164(IDA); host cell membrane GO:0033644(IDA); host cell plasma membrane GO:0020002(IEA); membrane GO:0016020(IEA);
tr|T2KCC4|T2KCC4_SALTM	99	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KAQ7|T2KAQ7_SALTM	23	cytoplasm	cytosol GO:0005829(ISS);
tr|T2K5L1|T2K5L1_SALTM	81	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3X5|T2K3X5_SALTM	95	cytoplasm	cytoplasm GO:0005737(IDA); membrane GO:0016020(IDA);
tr|T2K7R6|T2K7R6_SALTM	87	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBC7|T2KBC7_SALTM	29	outer membrane	cell outer membrane GO:0009279(IEA); plasma membrane GO:0005886(IEA); pore complex GO:0046930(IEA);
tr|T2K3N5|T2K3N5_SALTM	91	inner membrane	integral to membrane GO:0016021(IEA); membrane GO:0016020(IDA); plasma membrane GO:0005886(IEA);
tr|T2KEQ3|T2KEQ3_SALTM	94	inner membrane	ATP-binding cassette (ABC) transporter complex GO:0043190(IDA); integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K6J8|T2K6J8_SALTM	93	cytoplasm	cytosol GO:0005829(IDA);
tr|T2KC35|T2KC35_SALTM	17	secreted	extracellular region GO:0005576(IEA);
tr|T2K9A7|T2K9A7_SALTM	100	secreted	extracellular region GO:0005576(IEA);
tr|T2KBJ8|T2KBJ8_SALTM	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KC28|T2KC28_SALTM	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8B6|T2K8B6_SALTM	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDS4|T2KDS4_SALTM	95	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6I0|T2K6I0_SALTM	71	secreted	extracellular region GO:0005576(IEA);
tr|T2K9C7|T2K9C7_SALTM	100	cytoplasm	phosphoenolpyruvate-dependent sugar phosphotransferase complex GO:0019197(IDA);
tr|T2KD51|T2KD51_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4N1|T2K4N1_SALTM	83	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KDF5|T2KDF5_SALTM	92	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6Q7|T2K6Q7_SALTM	90	cytoplasm	cytosol GO:0005829(IDA);
tr|T2K9D9|T2K9D9_SALTM	93	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2KA33|T2KA33_SALTM	84	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K2J5|T2K2J5_SALTM	91	cytoplasm	bacterial nucleoid GO:0043590(IDA); cytoplasm GO:0005737(IEA);
tr|T2KE52|T2KE52_SALTM	16	fimbrium	pilus GO:0009289(IEA);
tr|T2KE71|T2KE71_SALTM	12	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K975|T2K975_SALTM	18	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K3S0|T2K3S0_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCZ3|T2KCZ3_SALTM	66	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K2T0|T2K2T0_SALTM	87	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K659|T2K659_SALTM	23	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K5L8|T2K5L8_SALTM	90	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDC1|T2KDC1_SALTM	12	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K268|T2K268_SALTM	95	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAG0|T2KAG0_SALTM	88	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3Q0|T2K3Q0_SALTM	6	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KEW8|T2KEW8_SALTM	86	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K5C2|T2K5C2_SALTM	94	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KCU1|T2KCU1_SALTM	72	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KED6|T2KED6_SALTM	14	cytoplasm	cytoplasm GO:0005737(IEA); type III protein secretion system complex GO:0030257(IEA);
tr|T2KCM7|T2KCM7_SALTM	91	inner membrane	integral to plasma membrane GO:0005887(IEA);
tr|T2KD36|T2KD36_SALTM	95	cytoplasm	cytosol GO:0005829(IDA); DNA polymerase III complex GO:0009360(IEA);
tr|T2K4I3|T2K4I3_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA); succinate dehydrogenase complex GO:0045281(IEA);
tr|T2KE33|T2KE33_SALTM	92	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K836|T2K836_SALTM	11	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6X6|T2K6X6_SALTM	15	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K8C9|T2K8C9_SALTM	26	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9K7|T2K9K7_SALTM	92	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K2Z9|T2K2Z9_SALTM	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6V2|T2K6V2_SALTM	19	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K397|T2K397_SALTM	90	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K6H8|T2K6H8_SALTM	56	outer membrane	cell outer membrane GO:0009279(IEA); plasma membrane GO:0005886(IEA); pore complex GO:0046930(IEA);
tr|T2KBU1|T2KBU1_SALTM	26	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9G8|T2K9G8_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCF7|T2KCF7_SALTM	93	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2KC12|T2KC12_SALTM	35	secreted	cell wall GO:0005618(IEA); extracellular region GO:0005576(IEA);
tr|T2K4F2|T2K4F2_SALTM	18	cytoplasm	cytosol GO:0005829(IDA);
tr|T2K7C0|T2K7C0_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4V9|T2K4V9_SALTM	11	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K5Z7|T2K5Z7_SALTM	14	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K7Y3|T2K7Y3_SALTM	64	outer membrane	cell outer membrane GO:0009279(IEA); membrane GO:0016020(IDA); plasma membrane GO:0005886(IEA); pore complex GO:0046930(IEA);
tr|T2KDQ7|T2KDQ7_SALTM	27	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KAE8|T2KAE8_SALTM	91	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCH0|T2KCH0_SALTM	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K559|T2K559_SALTM	26	secreted	cell wall GO:0005618(IEA); extracellular region GO:0005576(IEA);
tr|T2K2L9|T2K2L9_SALTM	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7R1|T2K7R1_SALTM	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K2W9|T2K2W9_SALTM	17	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KA90|T2KA90_SALTM	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K289|T2K289_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KEG4|T2KEG4_SALTM	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDG2|T2KDG2_SALTM	89	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K8H9|T2K8H9_SALTM	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K3J8|T2K3J8_SALTM	91	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6J6|T2K6J6_SALTM	56	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K2A0|T2K2A0_SALTM	31	secreted	extracellular region GO:0005576(IEA);
tr|T2KCK2|T2KCK2_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDH2|T2KDH2_SALTM	30	inner membrane	integral to membrane GO:0016021(IBA); plasma membrane GO:0005886(IEA);
tr|T2K729|T2K729_SALTM	21	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KC34|T2KC34_SALTM	89	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KDJ4|T2KDJ4_SALTM	77	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2K800|T2K800_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K4N2|T2K4N2_SALTM	8	periplasm	ATP-binding cassette (ABC) transporter complex GO:0043190(ISS); outer membrane-bounded periplasmic space GO:0030288(EXP);
tr|T2K284|T2K284_SALTM	30	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8Z0|T2K8Z0_SALTM	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KA70|T2KA70_SALTM	14	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KBB1|T2KBB1_SALTM	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KBC5|T2KBC5_SALTM	36	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDX4|T2KDX4_SALTM	28	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KEF4|T2KEF4_SALTM	21	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|T2KBJ5|T2KBJ5_SALTM	84	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|T2K3X0|T2K3X0_SALTM	31	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K4T9|T2K4T9_SALTM	26	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KAM9|T2KAM9_SALTM	85	periplasm	outer membrane-bounded periplasmic space GO:0030288(IDA);
tr|T2K6A4|T2K6A4_SALTM	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K802|T2K802_SALTM	71	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K6W4|T2K6W4_SALTM	100	secreted	host cell cytoplasm GO:0030430(IEA);
tr|T2K4C1|T2K4C1_SALTM	27	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9E4|T2K9E4_SALTM	43	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KA74|T2KA74_SALTM	15	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7F3|T2K7F3_SALTM	19	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBU3|T2KBU3_SALTM	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4C3|T2K4C3_SALTM	74	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K2M2|T2K2M2_SALTM	13	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8A2|T2K8A2_SALTM	88	cytoplasm	imidazoleglycerol-phosphate synthase complex GO:0009382(IDA);
tr|T2K3Q5|T2K3Q5_SALTM	95	cytoplasm	cytoplasm GO:0005737(IDA);
